Age,Reliability,Children,Income,Evidence of active listening,Yearly_equip_failure,Contract,Techie
0.237783191,1.464760506,-0.506591916,-0.005427478,0.490383916,-0.625863532,1.434865173,-0.449197765
-1.115014545,0.489878306,0.890646062,0.829899736,0.490383916,-0.625863532,-1.535870175,-0.449197765
1.687209336,1.464760506,-0.506591916,-0.233676444,-1.454040811,-0.625863532,-0.050502501,-0.449197765
0.962496263,-0.485003895,0.424900069,-0.708112206,-0.481828447,-0.625863532,-0.050502501,-0.449197765
0.189468986,0.489878306,-0.972337909,-0.730830076,0.490383916,-0.625863532,1.434865173,-0.449197765
-1.694785003,-0.485003895,-0.972337909,1.69918974,-1.454040811,0.946657905,-1.535870175,-0.449197765
-0.341987268,-0.485003895,-0.506591916,-0.973126595,1.46259628,-0.625863532,-0.050502501,-0.449197765
-0.293673063,-0.485003895,0.424900069,1.031652973,0.490383916,2.519179341,-0.050502501,-0.449197765
-0.390301472,0.489878306,-0.506591916,-0.557930849,-1.454040811,-0.625863532,1.434865173,-0.449197765
-1.549842389,1.464760506,-0.972337909,-0.493586307,-1.454040811,-0.625863532,-1.535870175,-0.449197765
-1.018386135,-0.485003895,-0.972337909,-0.077242274,-2.426253175,-0.625863532,-0.050502501,-0.449197765
0.237783191,-0.485003895,0.424900069,0.862120945,1.46259628,-0.625863532,-0.050502501,-0.449197765
1.349009902,-0.485003895,0.890646062,-1.360531507,0.490383916,0.946657905,-0.050502501,-0.449197765
0.672611034,-0.485003895,-0.972337909,-0.422324732,-0.481828447,-0.625863532,-1.535870175,2.22619095
-0.728500906,1.464760506,-0.972337909,-0.608464731,0.490383916,-0.625863532,1.434865173,2.22619095
0.479354215,-0.485003895,-0.040845924,-0.072965097,-0.481828447,-0.625863532,-0.050502501,-0.449197765
1.638895131,-0.485003895,-0.972337909,-0.198511816,0.490383916,-0.625863532,1.434865173,-0.449197765
-1.16332875,-0.485003895,-0.506591916,-1.206031127,0.490383916,-0.625863532,-0.050502501,-0.449197765
0.382725805,0.489878306,-0.972337909,-0.976827145,-0.481828447,0.946657905,1.434865173,-0.449197765
0.189468986,-0.485003895,-0.972337909,0.28196611,-1.454040811,0.946657905,-0.050502501,-0.449197765
1.252381492,-0.485003895,0.424900069,-1.19665368,1.46259628,-0.625863532,-0.050502501,2.22619095
-0.728500906,-0.485003895,-0.040845924,-0.158512535,-0.481828447,0.946657905,-1.535870175,-0.449197765
0.624296829,1.464760506,0.424900069,-0.449589651,-0.481828447,0.946657905,-0.050502501,-0.449197765
-1.501528184,0.489878306,-0.506591916,-1.013325177,-0.481828447,-0.625863532,1.434865173,2.22619095
-1.018386135,0.489878306,-0.972337909,-1.221386904,-1.454040811,-0.625863532,-0.050502501,2.22619095
0.769239444,0.489878306,2.753630034,1.723261937,-0.481828447,-0.625863532,-1.535870175,-0.449197765
0.3344116,-0.485003895,1.356392055,-1.075364987,0.490383916,-0.625863532,-1.535870175,-0.449197765
-1.453213979,-0.485003895,-0.506591916,0.547366689,0.490383916,-0.625863532,-1.535870175,-0.449197765
-0.825129316,0.489878306,3.685122019,-0.857532175,-0.481828447,0.946657905,-0.050502501,-0.449197765
0.044526371,-0.485003895,0.890646062,-0.335994983,0.490383916,-0.625863532,1.434865173,-0.449197765
-0.970071931,-0.485003895,0.890646062,0.128373225,-0.481828447,-0.625863532,-0.050502501,-0.449197765
1.204067287,-0.485003895,-0.040845924,-0.259192334,1.46259628,4.091700777,-0.050502501,-0.449197765
0.624296829,-0.485003895,-0.972337909,0.486295724,-0.481828447,-0.625863532,-0.050502501,2.22619095
0.720925239,1.464760506,-0.040845924,-0.58159806,-0.481828447,-0.625863532,-0.050502501,-0.449197765
1.204067287,1.464760506,0.890646062,-1.265726841,0.490383916,-0.625863532,1.434865173,-0.449197765
-0.293673063,0.489878306,2.287884041,-0.699023782,-0.481828447,-0.625863532,-0.050502501,-0.449197765
-1.211642955,-1.459886095,-0.040845924,-1.031677922,1.46259628,-0.625863532,-1.535870175,-0.449197765
0.769239444,0.489878306,-0.506591916,-0.13585176,1.46259628,0.946657905,-0.050502501,-0.449197765
-1.598156594,0.489878306,-0.040845924,-0.69125032,-0.481828447,-0.625863532,-0.050502501,-0.449197765
1.735523541,-2.434768296,-0.972337909,-0.150619564,0.490383916,-0.625863532,-1.535870175,-0.449197765
1.010810468,-0.485003895,-0.040845924,-0.986050683,0.490383916,-0.625863532,-0.050502501,-0.449197765
0.817553649,1.464760506,-0.506591916,-1.038791065,-1.454040811,0.946657905,1.434865173,-0.449197765
1.445638312,-0.485003895,-0.972337909,0.519864523,0.490383916,0.946657905,-0.050502501,-0.449197765
0.624296829,-0.485003895,1.822138048,2.191639932,1.46259628,-0.625863532,1.434865173,2.22619095
0.672611034,0.489878306,-0.972337909,-0.191300796,2.434808643,-0.625863532,-0.050502501,-0.449197765
1.252381492,0.489878306,-0.506591916,-0.236786893,0.490383916,-0.625863532,1.434865173,2.22619095
-0.728500906,0.489878306,-0.972337909,-1.02104509,0.490383916,-0.625863532,1.434865173,2.22619095
-0.583558292,-0.485003895,-0.506591916,0.493043245,0.490383916,0.946657905,-0.050502501,-0.449197765
0.43104001,-1.459886095,-0.972337909,0.750909382,-0.481828447,-0.625863532,-1.535870175,-0.449197765
1.010810468,-0.485003895,1.356392055,-0.491686561,-2.426253175,0.946657905,-0.050502501,-0.449197765
1.107438878,-1.459886095,0.424900069,0.820364833,-1.454040811,-0.625863532,-0.050502501,2.22619095
0.382725805,-1.459886095,0.424900069,-1.041894421,0.490383916,0.946657905,-0.050502501,2.22619095
1.493952517,-0.485003895,0.890646062,-0.864439279,-0.481828447,-0.625863532,-0.050502501,-0.449197765
0.43104001,1.464760506,0.424900069,0.587447889,1.46259628,-0.625863532,1.434865173,-0.449197765
-0.680186702,0.489878306,-0.040845924,-1.006127988,0.490383916,-0.625863532,-0.050502501,-0.449197765
0.3344116,-0.485003895,-0.040845924,-0.711389685,-0.481828447,0.946657905,1.434865173,-0.449197765
-1.356585569,0.489878306,0.424900069,-0.97381883,-0.481828447,0.946657905,-0.050502501,-0.449197765
-1.404899774,-0.485003895,-0.040845924,-1.202023113,-0.481828447,-0.625863532,1.434865173,-0.449197765
-0.341987268,-0.485003895,-0.972337909,0.356873977,0.490383916,-0.625863532,-1.535870175,-0.449197765
-0.148730448,0.489878306,-0.972337909,-0.005505142,-0.481828447,-0.625863532,1.434865173,-0.449197765
-0.003787834,1.464760506,1.822138048,1.033112979,0.490383916,-0.625863532,1.434865173,-0.449197765
-0.438615677,0.489878306,1.822138048,0.469611153,0.490383916,0.946657905,-0.050502501,2.22619095
-0.583558292,-0.485003895,3.219376026,1.976282428,0.490383916,-0.625863532,-0.050502501,2.22619095
-0.631872497,-0.485003895,-0.972337909,-0.638794351,-0.481828447,-0.625863532,1.434865173,-0.449197765
1.493952517,-1.459886095,-0.506591916,0.371082531,-0.481828447,-0.625863532,1.434865173,2.22619095
-0.245358858,1.464760506,-0.506591916,-0.184999753,-1.454040811,-0.625863532,1.434865173,-0.449197765
0.769239444,-0.485003895,0.890646062,-0.22569056,0.490383916,-0.625863532,1.434865173,-0.449197765
-0.197044653,0.489878306,-0.040845924,0.231256332,1.46259628,-0.625863532,-0.050502501,-0.449197765
-0.680186702,1.464760506,-0.040845924,-0.755001569,0.490383916,-0.625863532,-1.535870175,-0.449197765
-0.293673063,1.464760506,-0.506591916,-0.841011797,0.490383916,-0.625863532,-0.050502501,-0.449197765
-1.018386135,-0.485003895,-0.972337909,0.477337803,-1.454040811,-0.625863532,-0.050502501,-0.449197765
-0.003787834,0.489878306,0.424900069,-0.328262304,-0.481828447,-0.625863532,-0.050502501,-0.449197765
-1.308271365,1.464760506,-0.040845924,1.464689734,-1.454040811,-0.625863532,-0.050502501,-0.449197765
-1.018386135,-0.485003895,-0.972337909,1.807664988,-0.481828447,-0.625863532,1.434865173,-0.449197765
0.962496263,0.489878306,-0.040845924,0.353249317,-0.481828447,2.519179341,-0.050502501,-0.449197765
0.817553649,-0.485003895,0.890646062,-0.820781293,0.490383916,-0.625863532,-1.535870175,-0.449197765
-0.921757726,0.489878306,0.424900069,-1.044079997,-0.481828447,-0.625863532,-0.050502501,-0.449197765
1.493952517,0.489878306,-0.972337909,-1.318189903,0.490383916,-0.625863532,-1.535870175,-0.449197765
-1.694785003,-0.485003895,-0.506591916,-0.609030718,0.490383916,0.946657905,1.434865173,-0.449197765
-0.535244087,0.489878306,-0.972337909,-1.122417834,0.490383916,0.946657905,1.434865173,-0.449197765
1.542266721,0.489878306,0.890646062,1.071558632,0.490383916,-0.625863532,-1.535870175,-0.449197765
0.43104001,-0.485003895,-0.040845924,-0.400893455,-0.481828447,2.519179341,-0.050502501,-0.449197765
0.141154781,-2.434768296,0.424900069,-0.667641978,-1.454040811,0.946657905,-0.050502501,2.22619095
-1.694785003,0.489878306,-0.972337909,0.506952137,1.46259628,-0.625863532,1.434865173,-0.449197765
1.204067287,-0.485003895,-0.506591916,-0.335301684,-0.481828447,0.946657905,-1.535870175,-0.449197765
0.865867854,0.489878306,-0.972337909,-0.34928824,0.490383916,-0.625863532,-0.050502501,2.22619095
0.575982624,1.464760506,0.424900069,0.445189292,-0.481828447,4.091700777,-0.050502501,-0.449197765
1.107438878,0.489878306,3.219376026,-0.521039888,1.46259628,-0.625863532,-0.050502501,-0.449197765
0.479354215,-1.459886095,-0.506591916,0.173151837,1.46259628,-0.625863532,-0.050502501,2.22619095
-0.245358858,-0.485003895,-0.040845924,1.016470254,1.46259628,2.519179341,1.434865173,2.22619095
0.720925239,0.489878306,-0.506591916,1.254138159,1.46259628,-0.625863532,-0.050502501,-0.449197765
1.300695697,0.489878306,-0.972337909,-0.246949488,-0.481828447,0.946657905,-0.050502501,-0.449197765
-0.486929882,-0.485003895,-0.506591916,-0.883254814,0.490383916,4.091700777,-0.050502501,-0.449197765
0.817553649,0.489878306,-0.972337909,-0.91011723,-0.481828447,0.946657905,1.434865173,-0.449197765
1.542266721,-0.485003895,-0.040845924,-0.539107157,-0.481828447,-0.625863532,1.434865173,2.22619095
-0.197044653,-0.485003895,-0.506591916,0.463460473,-0.481828447,-0.625863532,1.434865173,-0.449197765
-1.211642955,-0.485003895,2.287884041,0.65906764,-0.481828447,-0.625863532,1.434865173,-0.449197765
0.962496263,-0.485003895,0.424900069,0.125096101,0.490383916,-0.625863532,-1.535870175,-0.449197765
-0.970071931,-0.485003895,0.890646062,1.802464713,-0.481828447,-0.625863532,-1.535870175,2.22619095
-0.390301472,0.489878306,0.424900069,-0.711651401,0.490383916,-0.625863532,-0.050502501,-0.449197765
1.059124673,1.464760506,1.822138048,0.053133779,0.490383916,-0.625863532,-1.535870175,-0.449197765
1.735523541,1.464760506,-0.972337909,-0.806234069,0.490383916,-0.625863532,1.434865173,-0.449197765
0.479354215,-0.485003895,-0.972337909,-0.165850867,1.46259628,-0.625863532,-1.535870175,-0.449197765
-1.646470798,-0.485003895,0.424900069,1.372799407,0.490383916,-0.625863532,-0.050502501,-0.449197765
-0.970071931,2.439642707,-0.972337909,0.340107841,0.490383916,-0.625863532,-1.535870175,2.22619095
0.52766842,0.489878306,-0.972337909,2.165149167,-1.454040811,-0.625863532,-0.050502501,-0.449197765
-1.06670034,0.489878306,-0.506591916,-0.461120049,0.490383916,-0.625863532,1.434865173,2.22619095
0.769239444,0.489878306,-0.506591916,-0.338691934,0.490383916,-0.625863532,-0.050502501,-0.449197765
-0.293673063,0.489878306,-0.972337909,1.249540397,-0.481828447,0.946657905,1.434865173,-0.449197765
-0.245358858,-0.485003895,2.753630034,0.041699131,0.490383916,-0.625863532,-0.050502501,-0.449197765
-0.003787834,0.489878306,-0.506591916,-0.621544501,-0.481828447,0.946657905,1.434865173,-0.449197765
-0.921757726,-0.485003895,0.424900069,0.238528703,-0.481828447,-0.625863532,-0.050502501,-0.449197765
1.445638312,-1.459886095,-0.040845924,-0.834900481,0.490383916,0.946657905,-1.535870175,2.22619095
-1.211642955,-0.485003895,-0.506591916,0.465972308,0.490383916,-0.625863532,-0.050502501,-0.449197765
1.735523541,-1.459886095,-0.506591916,-0.395342097,-0.481828447,0.946657905,1.434865173,-0.449197765
-0.148730448,-0.485003895,-0.972337909,0.016474037,-0.481828447,-0.625863532,-0.050502501,2.22619095
0.237783191,-0.485003895,-0.506591916,2.083410087,-0.481828447,-0.625863532,-0.050502501,-0.449197765
0.817553649,1.464760506,-0.040845924,0.396868648,0.490383916,-0.625863532,-1.535870175,-0.449197765
-0.776815111,0.489878306,2.753630034,-1.126036465,0.490383916,0.946657905,-0.050502501,-0.449197765
-1.25995716,-1.459886095,-0.972337909,-0.279336309,-0.481828447,0.946657905,-1.535870175,-0.449197765
0.044526371,-0.485003895,0.424900069,-0.967661412,1.46259628,0.946657905,-0.050502501,2.22619095
-1.453213979,0.489878306,0.424900069,-0.482024702,1.46259628,-0.625863532,-1.535870175,-0.449197765
-0.921757726,0.489878306,-0.506591916,-0.295938607,0.490383916,-0.625863532,-0.050502501,-0.449197765
0.769239444,-1.459886095,1.356392055,0.475824957,0.490383916,-0.625863532,-1.535870175,2.22619095
-0.825129316,0.489878306,-0.972337909,-0.165573547,-2.426253175,-0.625863532,-0.050502501,-0.449197765
-0.100416243,0.489878306,0.424900069,-0.303572344,0.490383916,-0.625863532,1.434865173,-0.449197765
0.43104001,0.489878306,-0.972337909,0.052516725,0.490383916,-0.625863532,-0.050502501,-0.449197765
0.3344116,-2.434768296,0.424900069,-0.98203274,-2.426253175,-0.625863532,-0.050502501,-0.449197765
0.044526371,0.489878306,-0.972337909,0.486207777,1.46259628,0.946657905,-0.050502501,-0.449197765
-1.501528184,0.489878306,-0.972337909,-0.767666778,0.490383916,-0.625863532,-1.535870175,-0.449197765
1.059124673,0.489878306,-0.972337909,0.454604685,-0.481828447,0.946657905,-1.535870175,-0.449197765
1.059124673,-1.459886095,-0.506591916,-0.546892321,-0.481828447,-0.625863532,-0.050502501,-0.449197765
-0.003787834,1.464760506,0.424900069,-0.070877043,0.490383916,-0.625863532,1.434865173,-0.449197765
-0.680186702,0.489878306,-0.040845924,2.584561448,-1.454040811,-0.625863532,-0.050502501,-0.449197765
-0.486929882,-1.459886095,-0.972337909,-0.091795172,-0.481828447,0.946657905,-1.535870175,-0.449197765
-0.583558292,-0.485003895,0.424900069,-0.53153548,-0.481828447,-0.625863532,-1.535870175,-0.449197765
1.542266721,-1.459886095,-0.972337909,0.569275651,-0.481828447,-0.625863532,-0.050502501,-0.449197765
-1.501528184,-0.485003895,-0.506591916,-0.866217033,-1.454040811,2.519179341,-0.050502501,-0.449197765
1.252381492,0.489878306,0.890646062,-0.374203035,-0.481828447,-0.625863532,-1.535870175,-0.449197765
0.382725805,-0.485003895,-0.506591916,0.09871598,-0.481828447,-0.625863532,-0.050502501,-0.449197765
0.092840576,1.464760506,-0.040845924,0.361245485,1.46259628,0.946657905,-0.050502501,2.22619095
-1.16332875,1.464760506,-0.506591916,-0.070078419,1.46259628,-0.625863532,1.434865173,-0.449197765
-1.16332875,-0.485003895,-0.972337909,0.23358447,0.490383916,-0.625863532,-0.050502501,-0.449197765
1.397324107,1.464760506,-0.972337909,-0.616567642,1.46259628,-0.625863532,-1.535870175,2.22619095
0.382725805,0.489878306,0.424900069,-0.864736103,0.490383916,0.946657905,-0.050502501,-0.449197765
1.445638312,0.489878306,-0.040845924,-0.180727541,0.490383916,-0.625863532,-0.050502501,2.22619095
-1.211642955,0.489878306,-0.972337909,-0.751315203,-1.454040811,-0.625863532,-0.050502501,2.22619095
-1.694785003,-0.485003895,-0.972337909,-1.047367406,-0.481828447,-0.625863532,1.434865173,-0.449197765
-1.16332875,-1.459886095,-0.506591916,-0.084354352,0.490383916,0.946657905,-1.535870175,-0.449197765
0.962496263,0.489878306,0.424900069,-1.109846601,0.490383916,-0.625863532,-1.535870175,-0.449197765
-1.018386135,0.489878306,-0.506591916,0.63901906,-0.481828447,-0.625863532,1.434865173,2.22619095
-1.501528184,-0.485003895,-0.506591916,0.222410828,-0.481828447,-0.625863532,1.434865173,-0.449197765
-0.921757726,0.489878306,-0.972337909,-0.924808433,0.490383916,0.946657905,-0.050502501,-0.449197765
0.43104001,-0.485003895,0.424900069,1.168767326,-0.481828447,0.946657905,-0.050502501,-0.449197765
0.720925239,0.489878306,-0.972337909,-1.216418556,1.46259628,-0.625863532,-0.050502501,-0.449197765
-1.356585569,0.489878306,0.424900069,1.13480879,1.46259628,-0.625863532,1.434865173,-0.449197765
-0.776815111,-0.485003895,0.424900069,-0.062645047,-0.481828447,-0.625863532,-0.050502501,-0.449197765
0.720925239,0.489878306,-0.972337909,2.684664621,-0.481828447,-0.625863532,1.434865173,-0.449197765
-0.486929882,0.489878306,-0.506591916,0.158496451,-1.454040811,2.519179341,-0.050502501,-0.449197765
-1.598156594,-0.485003895,-0.506591916,-0.870277886,-0.481828447,0.946657905,-0.050502501,-0.449197765
-1.25995716,0.489878306,-0.506591916,0.818732478,0.490383916,-0.625863532,1.434865173,-0.449197765
1.542266721,0.489878306,0.424900069,1.335946746,0.490383916,0.946657905,-0.050502501,-0.449197765
-1.356585569,-1.459886095,0.424900069,0.736741966,-0.481828447,-0.625863532,-0.050502501,2.22619095
0.720925239,-0.485003895,-0.506591916,-0.228541066,-1.454040811,-0.625863532,-0.050502501,2.22619095
-0.776815111,0.489878306,-0.972337909,1.720556475,1.46259628,-0.625863532,-0.050502501,2.22619095
-1.16332875,0.489878306,-0.506591916,-0.311601493,0.490383916,-0.625863532,-0.050502501,-0.449197765
1.445638312,0.489878306,-0.972337909,-0.728232775,1.46259628,-0.625863532,-0.050502501,2.22619095
-1.501528184,1.464760506,-0.506591916,0.994756338,0.490383916,-0.625863532,-1.535870175,-0.449197765
